Analógico;Digital;Configurador;ACO;ARE;CALC;PDP;SIS;SME;UFE
ACO_NE_CJU_BABRD_MVAR.v;ACCS_69P0_CHSC18_S.s;APSI_13P8_BA2.c;ACO_NE_CJU_BABJL_MVAR.v;ARE_2OE_CA_SMMGD_GLOBAL_MW.v;RTN_BSB_DIN_ANA056.v;RPDP.Geracao.BC.COTIPORA;SIS_BR_CA_SMMGD_MW.v;SME_NE_CA_PROPRIA_GDS.v;UFE_DF_M_VALOR_HZ_HZ.v
ACO_NE_CJU_BABRD_MW.v;ACCS_69P0_CHSC19_S.s;APSI_13P8_BA3.c;ACO_NE_CJU_BABJL_MW.v;ARE_2OE_CA_TOT_MW.v;RTN_BSB_DIN_ANA057.v;RPDP.Geracao.BC.L EMILIA;SIS_BR_CA_TOT_UFE_HV_MW.v;SME_NE_CA_PROPRIA_MW.v;UFE_GO_ANH_GOL_026_BAND_XAV1_MW.v
ACO_NE_CJU_BABW1_GDS.v;ACFJ_230_CHSC210_S.s;APSI_69P0_BAP.c;ACO_NE_CJU_BABJU_GDS.v;ARE_2OE_CA_TOT_MW_2.v;RTN_BSB_DIN_ANA058.v;RPDP.Geracao.BC.PCHIDROMS;SIS_BR_CORTE_UG_ITAIPU_LG_14_MW.v;SME_NE_CA_SMMGD_MW.v;UFE_GO_CA_GLOBAL_MW.v
ACO_NE_CJU_BABW1_MVAR.v;ACFJ_230_CHSC212_S.s;APSI_69P0_BAT.c;ACO_NE_CJU_BABJU_MVAR.v;ARE_2OE_GE_230_EOLICA_MW.v;RTN_BSB_DIN_ANA059.v;RPDP.Geracao.BC.PCHIDROPR;SIS_BR_CORTE_UG_ITAIPU_LG_15_MW.v;SME_NE_CE_AF_ELEV_GERAC_PATAMAR_1H.v;UFE_GO_CA_GLV_MW.v
ACO_NE_CJU_BABW1_MW.v;ACFJ_230_CHSC213_S.s;APST_138_BAP.c;ACO_NE_CJU_BABJU_MW.v;ARE_2OE_GE_230_OESTE_MW.v;RTN_BSB_DIN_ANA060.v;RPDP.Geracao.BC.PCHIDROSC;SIS_BR_CRITERIO_N-1.v;SME_NE_CE_AF_ELEV_GERAC_PATAMAR_1H30M.v;UFE_GO_CA_MET_Goiania_MW.v
ACO_NE_CJU_BABW2_GDS.v;ACFJ_230_CHSC214_S.s;APST_138_BAT.c;ACO_NE_CJU_BABMC_GDS.v;ARE_2OE_GE_EOLICA_MW.v;RTN_BSB_DIN_ANA061.v;RPDP.Geracao.BC.VISTAALEGRE;SIS_BR_DELTATOTAL_MW.v;SME_NE_CE_AF_ELEV_GERAC_PROX_PATAMAR.v;UFE_GO_CA_MET_Goiania_MW_TESTE.v
ACO_NE_CJU_BABW2_MVAR.v;ACFJ_230_CHSC215_S.s;APST_13P8_BA1.c;ACO_NE_CJU_BABMC_MVAR.v;ARE_2OE_GE_HIDRAULICA_MW.v;RTN_BSB_DIN_ANA062.v;RPDP.Geracao.BE.BBRAUNA;SIS_BR_DESVIO_INTERC_ESRIV_MW.v;SME_NE_CE_AF_MW.S_TERMICA.v;UFE_GO_CA_SMMGD_GLOBAL_MW.v
ACO_NE_CJU_BABW2_MW.v;ACFJ_230_CHSC217_S.s;APST_69P0_BAA.c;ACO_NE_CJU_BABMC_MW.v;ARE_2OE_GE_SOLAR_FOTOVOLTAICA_MW.v;RTN_BSB_DIN_ANA063.v;RPDP.Geracao.BE.BREITENER;SIS_BR_DESVIO_INTERC_IEGBI1_MW.v;SME_NE_CE_AF_REDUC_GERAC_PATAMAR_1H.v;UFE_GO_CA_TOT_MW.v
ACO_NE_CJU_BACAE_GDS.v;ACFJ_230_CHSC218_S.s;APST_69P0_BAP.c;ACO_NE_CJU_BABRD_GDS.v;ARE_2OE_GE_TERMICA_MW.v;RTN_BSB_DIN_ANA064.v;RPDP.Geracao.BE.IBOTELHO1;SIS_BR_DESVIO_INTERC_IEGBI2_MW.v;SME_NE_CE_AF_REDUC_GERAC_PATAMAR_1H30M.v;UFE_GO_CA_TOT_MW_1.v
ACO_NE_CJU_BACAE_MVAR.v;ACFJ_230_CHSC219_S.s;APUCCA_230_BA1A.c;ACO_NE_CJU_BABRD_MVAR.v;ARE_2OE_GE_TOT_MW.v;RTN_BSB_DIN_ANA065.v;RPDP.Geracao.BE.IBOTELHO2;SIS_BR_DESVIO_INTERC_IEMLO_MW.v;SME_NE_CE_AF_REDUC_GERAC_PROX_PATAMAR.v;UFE_GO_CD_ITUM_060_CD_PLAN_MW.v
ACO_NE_CJU_BACAE_MW.v;ACFJ_230_CHSC220_S.s;APUCCA_230_BA2A.c;ACO_NE_CJU_BABRD_MW.v;ARE_2OE_GLV_230_OESTE_MW.v;RTN_BSB_DIN_ANA066.v;RPDP.Geracao.BE.IBOTELHO3;SIS_BR_DESV_INTERC_S_INTERNAC_MW.v;SME_NE_FOLGA_TOT_GDS.v;UFE_GO_FX_ANHCJA1_013_USIMRVN_MW.v
ACO_NE_CJU_BACAN_GDS.v;ACFJ_230_CHSC222_S.s;APUTOL_13P8_BA1.c;ACO_NE_CJU_BABW1_GDS.v;ARE_2OE_GLV_TOT_MW.v;RTN_BSB_DIN_ANA067.v;RPDP.Geracao.BE.JCPENNA;SIS_BR_ELOCC_EST_TRIO_MW.v;SME_NE_FPMS_CS_MW.V;UFE_GO_FX_ANHCJA_TRIXAV_MW.v
ACO_NE_CJU_BACAN_MVAR.v;ACFJ_230_CHSC223_S.s;APUTSN_13P8_BA1.c;ACO_NE_CJU_BABW1_MVAR.v;ARE_2OE_SA_MA_CA_MW.v;RTN_BSB_DIN_ANA068.v;RPDP.Geracao.BE.OJBOTELHO;SIS_BR_FOLGA_TOT_GDS.v;SME_NE_FPMS_PDP_MW.v;UFE_GO_FX_ANH_STBD_MW.v
ACO_NE_CJU_BACAN_MW.v;ACFJ_230_CHSC225_S.s;AMAA_69P0_BA7.c;ACO_NE_CJU_BABW1_MW.v;ARE_2OE_SA_MA_FX_STR_MW.v;RTN_BSB_DIN_ANA069.v;RPDP.Geracao.BE.PCHIDRO;SIS_BR_FPMS_CS_MW.v;SME_NE_FPMS_TOTAL_MW.v;UFE_GO_FX_PRS_STBS_STBD_STSM_MW.v
ACO_NE_CJU_BACFO_GDS.v;ACFJ_230_CHSC226_S.s;AMAA_69P0_BA8.c;ACO_NE_CJU_BABW2_GDS.v;ARE_2PR_CA_GLOBAL_MW.v;RTN_BSB_DIN_ANA070.v;RPDP.Geracao.BF.CJRENASCENCA;SIS_BR_FPMS_PDP_MW.v;SME_NE_FPMS_UG_MW.V;UFE_GO_FX_RVUSIM_1_RVUSIM_2_MW.v
ACO_NE_CJU_BACFO_MVAR.v;ACFJ_230_CHSC227_S.s;AMAA_69P0_BA9.c;ACO_NE_CJU_BABW2_MVAR.v;ARE_2PR_CA_SMMGD_GLOBAL_MW.v;RTN_BSB_DIN_ANA071.v;RPDP.Geracao.BG.PALMEIRAS DE GOIAS;SIS_BR_FPMS_PDP_SSECO_MW.v;SME_NE_FPM_PDP_MW.v;UFE_GO_FX_STBD_MW.v
ACO_NE_CJU_BACFO_MW.v;ACFJ_230_CHSC228_S.s;AMAD_69P0_BAA1.c;ACO_NE_CJU_BABW2_MW.v;ARE_2PR_GE_MMGD_MW.v;RTN_BSB_DIN_ANA072.v;RPDP.Geracao.BI.BURITI;SIS_BR_FPMS_TOTAL_MW.v;SME_NE_FPM_TOTAL_MW.v;UFE_GO_FX_STBD_MW_2.v
ACO_NE_CJU_BACLA2_GDS.v;ACFJ_230_CHSC22_S.s;AMAD_69P0_BAA10.c;ACO_NE_CJU_BACAE_GDS.v;ARE_2PR_GE_T2A_MW.v;RTN_BSB_DIN_ANA073.v;RPDP.Geracao.BI.CJACARAU2;SIS_BR_FPMS_UG_MW.v;SME_NE_GE_EOLICA_GDS.v;UFE_GO_FX_TR3_TR2_UCD_MW.v
ACO_NE_CJU_BACLA2_MVAR.v;ACFJ_230_CHSC230_S.s;AMAD_69P0_BAA11.c;ACO_NE_CJU_BACAE_MVAR.v;ARE_2PR_SA_MS_CA_MW.v;RTN_BSB_DIN_ANA074.v;RPDP.Geracao.BI.CJCEARA2;SIS_BR_FPM_MM_MW.v;SME_NE_GE_EOLICA_MW.v;UFE_GO_FX_UCDPLA_UCDUSIM_MW.v
ACO_NE_CJU_BACLA2_MW.v;ACFJ_230_CHSC231_S.s;AMAD_69P0_BAA12.c;ACO_NE_CJU_BACAE_MW.v;ARE_2PR_SA_MS_GE_MMGD_MW.v;RTN_BSB_DIN_ANA075.v;RPDP.Geracao.BI.COQUEIROS;SIS_BR_FPM_PDP_MW.v;SME_NE_GE_FOTOV_GDS.v;UFE_GO_FX_USSM_MW_1.v
ACO_NE_CJU_BACLA_GDS.v;ACFJ_230_CHSC232_S.s;AMAD_69P0_BAA13.c;ACO_NE_CJU_BACAN_GDS.v;ARE_2PR_SA_MS_IR_STR_MW.v;RTN_BSB_DIN_ANA076.v;RPDP.Geracao.BJ.B.JARDIM;SIS_BR_FPM_TOTAL_MW.v;SME_NE_GE_FOTOV_MW.v;UFE_GO_FX_USSM_MW_2.v
ACO_NE_CJU_BACLA_MVAR.v;ACFJ_230_CHSC233_S.s;AMAD_69P0_BAA2.c;ACO_NE_CJU_BACAN_MVAR.v;ARE_2PR_SA_PR_CA_CRB_MW.v;RTN_BSB_DIN_ANA077.v;RPDP.Geracao.BK.C.P.VELHO1;SIS_BR_FREQ_REF_ESP_HZ.v;SME_NE_GE_HID_GDS.v;UFE_GO_FX_USSM_MW_3.v
ACO_NE_CJU_BACLA_MW.v;ACFJ_230_CHSC234_S.s;AMAD_69P0_BAA3.c;ACO_NE_CJU_BACAN_MW.v;ARE_2PR_SA_PR_CA_MW.v;RTN_BSB_DIN_ANA078.v;RPDP.Geracao.BK.C.P.VELHO2;SIS_BR_FREQ_REF_UTIL_HZ.v;SME_NE_GE_HID_MW.v;UFE_GO_FX_USSM_MW_4.v
ACO_NE_CJU_BACND_GDS.v;ACFJ_230_CHSC236_S.s;AMAD_69P0_BAA4.c;ACO_NE_CJU_BACFO_GDS.v;ARE_2PR_SA_PR_FX_STR_MW.v;RTN_BSB_DIN_ANA079.v;RPDP.Geracao.BK.C.P.VELHO3;SIS_BR_FX_BTA_STIN_MW.v;SME_NE_GE_MMGD_MW.v;UFE_GO_FX_XAV_PIR_C1_MW.v
ACO_NE_CJU_BACND_MVAR.v;ACFJ_230_CHSC237_S.s;AMAD_69P0_BAA5.c;ACO_NE_CJU_BACFO_MVAR.v;ARE_2PR_SA_PR_GE_MMGD_MW.v;RTN_BSB_DIN_ANA080.v;RPDP.Geracao.BK.C.P.VELHO4;SIS_BR_FX_COSE_GOPRB_MGUSMR_MW.v;SME_NE_GE_MMGD_MW_1.v;UFE_GO_FX_XAV_PIR_C2_MW.v
ACO_NE_CJU_BACND_MW.v;ACFJ_230_CHSC238_S.s;AMAD_69P0_BAA6.c;ACO_NE_CJU_BACFO_MW.v;ARE_2PR_SA_PR_GE_T1_MW.v;RTN_BSB_DIN_ANA081.v;RPDP.Geracao.BL.AREMBEPE;SIS_BR_FX_COSE_GOPRB_MW.v;SME_NE_GE_SMMGD_FOTOV_MW.v;UFE_GO_F_XAV_PIR_005_ITU_SAM_MW.v
ACO_NE_CJU_BACRI_GDS.v;ACFJ_230_CHSC239_S.s;AMAD_69P0_BAA7.c;ACO_NE_CJU_BACLA2_GDS.v;ARE_2PR_SA_PR_GE_T2A_MW.v;RTN_BSB_DIN_ANA082.v;RPDP.Geracao.BL.BAHIA1;SIS_BR_FX_COSE_MW.v;SME_NE_GE_TER_GDS.v;UFE_GO_GE_HID_GDS.v
ACO_NE_CJU_BACRI_MVAR.v;ACFJ_230_CHSC23_S.s;AMAD_69P0_BAA8.c;ACO_NE_CJU_BACLA2_MVAR.v;ARE_2PR_SA_PR_GE_T2B_MW.v;RTN_BSB_DIN_ANA083.v;RPDP.Geracao.BL.BAHIA1(T);SIS_BR_FX_COSE_PARANAIBA_MW.v;SME_NE_GE_TER_MW.v;UFE_GO_GE_HID_MW.v
ACO_NE_CJU_BACRI_MW.v;ACFJ_230_CHSC240_S.s;AMAD_69P0_BAA9.c;ACO_NE_CJU_BACLA2_MW.v;ARE_2PR_SA_PR_GE_T3_MW.v;RTN_BSB_DIN_ANA084.v;RPDP.Geracao.BL.BAHIA1(TC-L-T);SIS_BR_FX_CTRL_TR_USIM_345_1_MW.v;SME_NE_GE_TOT_GDS.v;UFE_GO_GE_MMGD_MW.v
ACO_NE_CJU_BACRL_GDS.v;ACFJ_230_CHSC242_S.s;AMBA_230_BA1.c;ACO_NE_CJU_BACLA_GDS.v;ARE_2PR_SA_PR_IR_STR_MW.v;RTN_BSB_DIN_ANA085.v;RPDP.Geracao.BL.CAMACARI MURICY;SIS_BR_FX_EXP_N_MW.v;SME_NE_GE_TOT_MW.v;UFE_GO_GE_TER_GDS.v
ACO_NE_CJU_BACRL_MVAR.v;ACFJ_230_CHSC243_S.s;AMBA_230_BA2.c;ACO_NE_CJU_BACLA_MVAR.v;ARE_2PR_SA_SC_CA_MW.v;RTN_BSB_DIN_ANA086.v;RPDP.Geracao.BL.CFURTADO;SIS_BR_FX_EXP_SE_MW.v;SME_NE_GE_TOT_SMMGD_MW.v;UFE_GO_GE_TER_MW.v
ACO_NE_CJU_BACRL_MW.v;ACFJ_230_CHSC244_S.s;AMBE_230_BA1.c;ACO_NE_CJU_BACLA_MW.v;ARE_2PR_SA_SC_GE_T3_MW.v;RTN_BSB_DIN_ANA087.v;RPDP.Geracao.BL.CFURTADO(ATC);SIS_BR_FX_FIBIT_MW.v;SME_NE_ILR_MW.v;UFE_GO_GE_TOT_GDS.v
ACO_NE_CJU_BACTA_GDS.v;ACFJ_230_CHSC245_S.s;AMBE_230_BA2.c;ACO_NE_CJU_BACND_GDS.v;ARE_2RS_CA_CRB_MW.v;RTN_BSB_DIN_ANA088.v;RPDP.Geracao.BL.CFURTADO(T);SIS_BR_FX_FJUSC_FPOTPPA_MW.v;SME_NE_PB_AF_ELEV_GERAC_PATAMAR_1H.v;UFE_GO_GE_TOT_MW.v
ACO_NE_CJU_BACTA_MVAR.v;ACFJ_230_CHSC248_S.s;AMCC_69P0_BAA1.c;ACO_NE_CJU_BACND_MVAR.v;ARE_2RS_CA_GLOBAL_MW.v;RTN_BSB_DIN_ANA089.v;RPDP.Geracao.BL.CFURTADO(TC-L-T);SIS_BR_FX_FNE_GDS.v;SME_NE_PB_AF_ELEV_GERAC_PATAMAR_1H30M.v;UFE_GO_M_VALOR_HZ_HZ.v
ACO_NE_CJU_BACTA_MW.v;ACFJ_230_CHSC249_S.s;AMCC_69P0_BAA2.c;ACO_NE_CJU_BACND_MW.v;ARE_2RS_CA_SMMGD_GLOBAL_MW.v;RTN_BSB_DIN_ANA090.v;RPDP.Geracao.BL.CJMSECO;SIS_BR_FX_FNS_NESE_MW.v;SME_NE_PB_AF_ELEV_GERAC_PROX_PATAMAR.v;UFE_GO_STBD_ATR_MW.v
ACO_NE_CJU_BACTE_GDS.v;ACFJ_230_CHSC24_S.s;AMCC_69P0_BAA3.c;ACO_NE_CJU_BACRI_GDS.v;ARE_2RS_FX_STR_MW.v;RTN_BSB_DIN_ANA091.v;RPDP.Geracao.BL.J.S.PEREIRA;SIS_BR_FX_FSECO_MW.v;SME_NE_PB_AF_MW.S_TERMICA.v;UFE_GO_STBD_RVN_TRI_MW.v
ACO_NE_CJU_BACTE_MVAR.v;ACFJ_230_CHSC250_S.s;AMCC_69P0_BAB1.c;ACO_NE_CJU_BACRI_MVAR.v;ARE_2RS_FX_STR_MW_1.v;RTN_BSB_DIN_ANA092.v;RPDP.Geracao.BL.JESUS S. PEREIRA;SIS_BR_FX_JU_VN_MW.v;SME_NE_PB_AF_REDUC_GERAC_PATAMAR_1H.v;UFE_GO_STBD_SB_345_MW.v
ACO_NE_CJU_BACTE_MW.v;ACFJ_230_CHSC251_S.s;AMCC_69P0_BAB2.c;ACO_NE_CJU_BACRI_MW.v;ARE_2RS_GE_MMGD_MW.v;RTN_BSB_DIN_ANA093.v;RPDP.Geracao.BL.JESUSSP(T);SIS_BR_FX_MCCO_EST_MW.v;SME_NE_PB_AF_REDUC_GERAC_PATAMAR_1H30M.v;UFE_MA_CA_GLOBAL_MW.v
ACO_NE_CJU_BACTN_GDS.v;ACFJ_230_CHSC25_S.s;AMCC_69P0_BAB3.c;ACO_NE_CJU_BACRL_GDS.v;ARE_2RS_GE_T1_MW.v;RTN_BSB_DIN_ANA094.v;RPDP.Geracao.BL.JESUSSP(TC-L-T);SIS_BR_FX_MCCO_RNE_MW.v;SME_NE_PB_AF_REDUC_GERAC_PROX_PATAMAR.v;UFE_MA_CA_GLV_MW.v
ACO_NE_CJU_BACTN_MVAR.v;ACFJ_230_CHSC27_S.s;AMCD_69P0_BAP.c;ACO_NE_CJU_BACRL_MVAR.v;ARE_2RS_GE_T2A_MW.v;RTN_BSB_DIN_ANA095.v;RPDP.Geracao.BL.MSECO1;SIS_BR_FX_NCO_SE_MW.v;SME_NE_PDP_SMMGD_C_PRG_MW.v;UFE_MA_CA_SMMGD_GLOBAL_MW.v
ACO_NE_CJU_BACTN_MW.v;ACFJ_230_CHSC28_S.s;AMCD_69P0_BAT.c;ACO_NE_CJU_BACRL_MW.v;ARE_2RS_GE_T2B_MW.v;RTN_BSB_DIN_ANA096.v;RPDP.Geracao.BL.MSECO2;SIS_BR_FX_NCO_S_MW.v;SME_NE_PE_AF_ELEV_GERAC_PATAMAR_1H.v;UFE_MA_CA_TOT_MW.v
ACO_NE_CJU_BACVN_GDS.v;ACFJ_230_CHSC29_S.s;AMCR_13P8_BA1.c;ACO_NE_CJU_BACTA_GDS.v;ARE_2RS_GE_T2C_MW.v;RTN_BSB_DIN_ANA097.v;RPDP.Geracao.BL.MSECO3;SIS_BR_FX_NEN_MW.v;SME_NE_PE_AF_ELEV_GERAC_PATAMAR_1H30M.v;UFE_MA_CA_TOT_MW_1.v
ACO_NE_CJU_BACVN_MVAR.v;ACFJ_69P0_CHSC110_S.s;AMCR_13P8_BA2.c;ACO_NE_CJU_BACTA_MVAR.v;ARE_2RS_GE_T3_MW.v;RTN_BSB_DIN_ANA098.v;RPDP.Geracao.BL.MSECO5;SIS_BR_FX_NESE_MW.v;SME_NE_PE_AF_ELEV_GERAC_PROX_PATAMAR.v;UFE_MA_CA_TOT_MW_3.v
ACO_NE_CJU_BACVN_MW.v;ACFJ_69P0_CHSC111_S.s;AMCR_230_BABP.c;ACO_NE_CJU_BACTA_MW.v;ARE_2RS_IR_STR_MW.v;RTN_BSB_DIN_ANA099.v;RPDP.Geracao.BL.R.ALMEIDA;SIS_BR_FX_NE_MW.v;SME_NE_PE_AF_FPM.v;UFE_MA_CA_TOT_MW_4.v
ACO_NE_CJU_BADFN_GDS.v;ACFJ_69P0_CHSC112_S.s;AMCR_230_BABT.c;ACO_NE_CJU_BACTE_GDS.v;ARE_2SC_CA_GLOBAL_MW.v;RTN_BSB_DIN_ANA100.v;RPDP.Geracao.BL.RALMEIDA;SIS_BR_FX_NE_MW_1.v;SME_NE_PE_AF_FPMS.v;UFE_MA_DM_BALSAS_MW.v
ACO_NE_CJU_BADFN_MVAR.v;ACFJ_69P0_CHSC114_S.s;AMDD_69P0_BA01.c;ACO_NE_CJU_BACTE_MVAR.v;ARE_2SC_CA_SMMGD_GLOBAL_MW.v;RTN_BSB_DIN_ANA101.v;RPDP.Geracao.BL.RALMEIDA(T);SIS_BR_FX_NE_MW_2.v;SME_NE_PE_AF_FPMS_PARCELA_SINCRONOS.v;UFE_MA_DM_IMPERATRIZ_MW.v
ACO_NE_CJU_BADFN_MW.v;ACFJ_69P0_CHSC115_S.s;AMDI_69P0_BAA1.c;ACO_NE_CJU_BACTE_MW.v;ARE_2SC_GE_MMGD_MW.v;RTN_BSB_DIN_ANA102.v;RPDP.Geracao.BL.RALMEIDA(TC-L-T);SIS_BR_FX_NE_NS_MW.v;SME_NE_PE_AF_FPMS_PARCELA_UGE.v;UFE_MA_DM_SAOLUIS_MW.v
ACO_NE_CJU_BAEMS2_GDS.v;ACFJ_69P0_CHSC117_S.s;AMDI_69P0_BAA2.c;ACO_NE_CJU_BACTN_GDS.v;ARE_2SC_SA_RS_CA_MW.v;RTN_BSB_DIN_ANA103.v;RPDP.Geracao.BL.TERMOCABO(ATC);SIS_BR_FX_NE_SENE_MW.v;SME_NE_PE_AF_MW.S_HIDRAULICA_GER.v;UFE_MA_FX_IZPD_MW.v
ACO_NE_CJU_BAEMS2_MVAR.v;ACFJ_69P0_CHSC118_S.s;AMDI_69P0_BAA3.c;ACO_NE_CJU_BACTN_MVAR.v;ARE_2SC_SA_RS_GE_MMGD_MW.v;RTN_BSB_DIN_ANA104.v;RPDP.Geracao.BL.TERMOCABO(L);SIS_BR_FX_NS_MW.v;SME_NE_PE_AF_MW.S_HIDRAULICA_SINC.v;UFE_MA_GE_EOLICA_GDS.v
ACO_NE_CJU_BAEMS2_MW.v;ACFJ_69P0_CHSC119_S.s;AMDI_69P0_BAB1.c;ACO_NE_CJU_BACTN_MW.v;ARE_2SC_SA_RS_GE_T3_MW.v;RTN_BSB_DIN_ANA105.v;RPDP.Geracao.BL.TERMOCABO(T);SIS_BR_FX_NS_MW_1.v;SME_NE_PE_AF_MW.S_SINCRONO.v;UFE_MA_GE_EOLICA_MW.v
ACO_NE_CJU_BAFDS_GDS.v;ACFJ_69P0_CHSC121_S.s;AMDI_69P0_BAB2.c;ACO_NE_CJU_BACVN_GDS.v;ARE_2SC_SA_SC_CA_CRB_MW.v;RTN_BSB_DIN_ANA106.v;RPDP.Geracao.BL.TERMOCABO(TC-L-T);SIS_BR_FX_PBJP_ACRO_MW.v;SME_NE_PE_AF_MW.S_TERMICA.v;UFE_MA_GE_FOTOV_GDS.v
ACO_NE_CJU_BAFDS_MVAR.v;ACFJ_69P0_CHSC122_S.s;AMDI_69P0_BAB3.c;ACO_NE_CJU_BACVN_MVAR.v;ARE_2SC_SA_SC_CA_MW.v;RTN_BSB_DIN_ANA107.v;RPDP.Geracao.BL.TERMOCEARA;SIS_BR_FX_POTPPA_MW.v;SME_NE_PE_AF_REDUC_GERAC_PATAMAR_1H.v;UFE_MA_GE_FOTOV_MW.v
ACO_NE_CJU_BAFDS_MW.v;ACFJ_69P0_CHSC123_S.s;AMFG_13P8_BAP.c;ACO_NE_CJU_BACVN_MW.v;ARE_2SC_SA_SC_FX_2RS_MW.v;RTN_BSB_DIN_ANA108.v;RPDP.Geracao.BL.TERMOCEARA(T);SIS_BR_FX_PTC_KV_FNE_MW.v;SME_NE_PE_AF_REDUC_GERAC_PATAMAR_1H30M.v;UFE_MA_GE_HID_GDS.v
ACO_NE_CJU_BAFFUT_GDS.v;ACFJ_69P0_CHSC12_S.s;AMFG_230_BA1.c;ACO_NE_CJU_BADFN_GDS.v;ARE_2SC_SA_SC_FX_STR_MW.v;RTN_BSB_DIN_ANA109.v;RPDP.Geracao.BL.TERMOCEARA(TC-L-T);SIS_BR_FX_PTC_KV_FNS_NESE_MW.v;SME_NE_PE_AF_REDUC_GERAC_PROX_PATAMAR.v;UFE_MA_GE_HID_MW.v
ACO_NE_CJU_BAFFUT_MVAR.v;ACFJ_69P0_CHSC13_S.s;AMFG_230_BA2.c;ACO_NE_CJU_BADFN_MVAR.v;ARE_2SC_SA_SC_GE_MMGD_MW.v;RTN_BSB_DIN_ANA110.v;RPDP.Geracao.BL.TERMOCEARAOLEO;SIS_BR_FX_RNE_GDS.v;SME_NE_PE_AF_RSVGIR_MW.V;UFE_MA_GE_MMGD_MW.v
ACO_NE_CJU_BAFFUT_MW.v;ACFJ_69P0_CHSC14_S.s;AMFG_69P0_BAP.c;ACO_NE_CJU_BADFN_MW.v;ARE_2SC_SA_SC_GE_T1_MW.v;RTN_BSB_DIN_ANA111.v;RPDP.Geracao.BM.E.J.DREHER;SIS_BR_FX_RNE_INV_MW.v;SME_NE_PE_US._L.GONZAGA_AF_NUMERO_UNID_CAG.v;UFE_MA_GE_TER_GDS.v
ACO_NE_CJU_BAFLA_GDS.v;ACFJ_69P0_CHSC16_S.s;AMFG_69P0_BAT.c;ACO_NE_CJU_BAEMS2_GDS.v;ARE_2SC_SA_SC_GE_T2A_MW.v;RTN_BSB_DIN_ANA112.v;RPDP.Geracao.BM.JACUI;SIS_BR_FX_RNE_MW.v;SME_NE_PI_AF_ELEV_GERAC_PATAMAR_1H.v;UFE_MA_GE_TER_MW.v
ACO_NE_CJU_BAFLA_MVAR.v;ACFJ_69P0_CHSC17_S.s;AMFL_69P0_BAA1.c;ACO_NE_CJU_BAEMS2_MVAR.v;ARE_2SC_SA_SC_GE_T2C_MW.v;RTN_BSB_DIN_ANA113.v;RPDP.Geracao.BM.SAOSEPE;SIS_BR_FX_RN_MW.v;SME_NE_PI_AF_ELEV_GERAC_PATAMAR_1H30M.v;UFE_MA_GE_TOT_GDS.v
ACO_NE_CJU_BAFLA_MW.v;ACFJ_69P0_CHSC18_S.s;AMFL_69P0_BAA2.c;ACO_NE_CJU_BAEMS2_MW.v;ARE_2SC_SA_SC_GE_T3_MW.v;RTN_BSB_DIN_ANA114.v;RPDP.Geracao.BN.IRARA;SIS_BR_FX_RSECO_MW.v;SME_NE_PI_AF_ELEV_GERAC_PROX_PATAMAR.v;UFE_MA_GE_TOT_MW.v
ACO_NE_CJU_BAFLS_GDS.v;ACFL_69P0_CHB401_S.s;AMFL_69P0_BAA3.c;ACO_NE_CJU_BAFDS_GDS.v;ARE_2SC_SA_SC_IR_STR_MW.v;RTN_BSB_DIN_ANA115.v;RPDP.Geracao.BN.JATAI;SIS_BR_FX_SENE_GDS.v;SME_NE_PI_AF_FPM.v;UFE_MA_M_VALOR_HZ_HZ.v
ACO_NE_CJU_BAFLS_MVAR.v;ACFL_69P0_CHSD401_S.s;AMFL_69P0_BAA4.c;ACO_NE_CJU_BAFDS_MVAR.v;ARE_2SL_CA_GLOBAL_MW.v;RTN_BSB_DIN_ANA116.v;RPDP.Geracao.BN.PCH-GO;SIS_BR_FX_SENE_MW.v;SME_NE_PI_AF_FPMS.v;UFE_MA_SEP_ITAIPU_TUCURUI_NUM.v
ACO_NE_CJU_BAFLS_MW.v;ACFL_69P0_CHSD402_S.s;AMFL_69P0_BAB1.c;ACO_NE_CJU_BAFDS_MW.v;ARE_2SL_CA_SMMGD_GLOBAL_MW.v;RTN_BSB_DIN_ANA117.v;RPDP.Geracao.BO.C.GRANDE;SIS_BR_FX_SM_MW.v;SME_NE_PI_AF_FPMS_PARCELA_SINCRONOS.v;UFE_MT_CA_GLOBAL_MW.v
ACO_NE_CJU_BAGOI_GDS.v;ACFL_69P0_CHSD403_S.s;AMFL_69P0_BAB2.c;ACO_NE_CJU_BAFFUT_GDS.v;ARE_2SL_CA_TOT_MW.v;RTN_BSB_DIN_ANA118.v;RPDP.Geracao.BP.A.CHAVES;SIS_BR_FX_TF_USIM_RB_RVN_1_MW.v;SME_NE_PI_AF_FPMS_PARCELA_UGE.v;UFE_MT_CA_GLV_MW.v
ACO_NE_CJU_BAGOI_MVAR.v;ACFL_69P0_CHSD404_S.s;AMFL_69P0_BAB3.c;ACO_NE_CJU_BAFFUT_MVAR.v;ARE_2SL_FX_DSBA_MW.v;RTN_BSB_DIN_ANA119.v;RPDP.Geracao.BP.A.CHAVES C A;SIS_BR_FX_TF_USIM_RB_RVN_2_MW.v;SME_NE_PI_AF_MW.S_HIDRAULICA_GER.v;UFE_MT_CA_MET_Cuiaba_MW.v
